protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry Name	Protein names	Length	Mass spectrometry	Pathway	Subcellular location [CC]	Function [CC]
KLMA_10279	-0.5	-1	0	54	0.635670821749746	-280.682730612467	1.10532649981917e-05	3.5344322519248e-05	0.312730990731886		metabolic		W0T527	W0T527_KLUMD	Rotenone-insensitive NADH-ubiquinone oxidoreductase	518	NaN	NaN	NaN	NaN
KLMA_10305	-4	-1	0	60	0.579871938724072	-6999.52892361665	3.50438981710544e-07	1.65751861088146e-06	0.211423859382299		metabolic		W0T2W9	W0T2W9_KLUMD	Probable phosphoglycerate mutase YOR283W	230	NaN	NaN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.	NaN
KLMA_10313	-0.5	-1	0	62	0.4	-159.590076714671	7.41971291176471e-06	9.23466763969506e-07	8.034629075194		metabolic		W0T3G4	W0T3G4_KLUMD	Phosphomevalonate kinase (EC 2.7.4.2)	449	NaN	PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via mevalonate pathway; isopentenyl diphosphate from (R)-mevalonate: step 2/3. {ECO:0000256|ARBA:ARBA00005017, ECO:0000256|PIRNR:PIRNR017288}.	NaN	NaN
KLMA_10316	-0.5	-1	0	63	0.4	-14591910073.6043	8.11485642946317e-14	1.12113040612063e-06	7.2381021736289e-08		metabolic		W0T4H7	W0T4H7_KLUMD	uroporphyrinogen-III synthase (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	261	NaN	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 3/4. {ECO:0000256|ARBA:ARBA00004772}.	NaN	NaN
KLMA_10317	-0.5	-1	0	64	0.4	-603.595143581236	1.96176620269642e-06	1.94133138877523e-05	0.101052618529703		metabolic		W0T771	W0T771_KLUMD	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	524	NaN	PATHWAY: Purine metabolism; GMP biosynthesis; GMP from XMP (L-Gln route): step 1/1. {ECO:0000256|ARBA:ARBA00005153}.	NaN	NaN
KLMA_10331	-4.5	-1	0	65	0.650088388138066	-4383.28484969365	7.54060176991627e-07	8.48586893498743e-06	0.0888606909638469		metabolic		W0T4I6	W0T4I6_KLUMD	6-phosphogluconolactonase-like protein	299	NaN	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 2/3. {ECO:0000256|ARBA:ARBA00004961}.	NaN	NaN
KLMA_10336	-4.5	-1	0	66	0.4	-145304273.064402	8.14919291647077e-12	4.84578179715537e-05	1.68170859885903e-07		metabolic		W0T4J0	W0T4J0_KLUMD	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	424	NaN	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. {ECO:0000256|ARBA:ARBA00005064, ECO:0000256|HAMAP-Rule:MF_03219}.	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03219}.	FUNCTION: Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit. {ECO:0000256|HAMAP-Rule:MF_03219}.
KLMA_10341	-4	-1	0	67	0.462259403579614	-3345.99355991615	4.55926556107344e-07	5.52676802108879e-06	0.0824942451660067		metabolic		W0T4J4	W0T4J4_KLUMD	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	978	NaN	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000256|ARBA:ARBA00004679, ECO:0000256|HAMAP-Rule:MF_03184, ECO:0000256|PIRNR:PIRNR000533}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03184}.	FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000256|HAMAP-Rule:MF_03184}.
KLMA_10414	-0.5	-1	0	77	0.4	-21867.1758810226	5.41502276851852e-08	2.08835809491715e-06	0.0259295701331019		metabolic		W0T5E0	W0T5E0_KLUMD	thymidylate synthase (EC 2.1.1.45)	302	NaN	PATHWAY: Pyrimidine metabolism; dTTP biosynthesis. {ECO:0000256|ARBA:ARBA00004992}.	NaN	NaN
KLMA_10433	-0.5	-1	0	80	0.563969399656124	-279220.769328183	8.25933268234901e-09	1.16531361551191e-05	0.000708764797081749		metabolic		W0T3S7	W0T3S7_KLUMD	Arginosuccinase	462	NaN	NaN	NaN	NaN
KLMA_10436	-0.5	-1	0	83	0.664280640710327	-591075.400393789	5.95171031559588e-09	2.71567725892952e-07	0.0219161179629348		metabolic		W0T4S5	W0T4S5_KLUMD	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	340	NaN	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 8/9. {ECO:0000256|ARBA:ARBA00004970, ECO:0000256|RuleBase:RU366003}.	NaN	NaN
KLMA_10462	-4	-1	0	87	0.579871938724072	-503.091141384947	4.87567278901627e-06	0.000588996117884533	0.0082779370541999		metabolic		W0T7K9	W0T7K9_KLUMD	phosphopyruvate hydratase (EC 4.2.1.11)	437	NaN	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000256|ARBA:ARBA00005031}.	NaN	NaN
KLMA_10468	-4.5	-1	0	89	0.650088388138066	-94.7667093225638	3.48778655837292e-05	0.000142323282473804	0.245060857067772		metabolic		W0T3V9	W0T3V9_KLUMD	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	492	NaN	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. {ECO:0000256|ARBA:ARBA00004874, ECO:0000256|PIRNR:PIRNR000109, ECO:0000256|RuleBase:RU000485}.	NaN	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000256|ARBA:ARBA00002526, ECO:0000256|PIRNR:PIRNR000109}.
KLMA_10498	-0.5	-1	0	95	0.493787242416704	-246680.540071038	6.91894852217334e-09	3.30188267765747e-06	0.0020954555923477		metabolic		W0T3Y7	W0T3Y7_KLUMD	Serine palmitoyltransferase 1	553	NaN	NaN	NaN	NaN
KLMA_10505	-0.5	-1	0	96	0.4	-213966.054535669	5.53411406944444e-09	6.30497921733309e-06	0.000877737083451528		metabolic		W0T3E2	W0T3E2_KLUMD	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	509	NaN	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/2. {ECO:0000256|ARBA:ARBA00005209, ECO:0000256|PIRNR:PIRNR000485}.	NaN	NaN
KLMA_10514	-0.5	-1	0	101	0.570434551625562	-21344.2631257638	1.10629094194457e-07	2.69861653688181e-05	0.00409947440410658		metabolic		W0T5N8	W0T5N8_KLUMD	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	374	NaN	NaN	NaN	NaN
KLMA_10519	-0.5	-1	0	104	0.4	-1618094.07733168	7.31794627628834e-10	0	Inf		metabolic		W0T5P5	W0T5P5_KLUMD	Siderophore iron transporter ARN1	605	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	NaN
KLMA_10540	-4	-1	0	109	0.579871938724072	-5759.29989246333	4.25903813700624e-07	0.000118902450283263	0.00358195994015251		metabolic		W0T3H5	W0T3H5_KLUMD	Phosphoglycerate kinase (EC 2.7.2.3)	416	NaN	NaN	NaN	NaN
KLMA_10545	-0.5	-1	0	110	0.632608616856439	-70.3946499467613	4.34897723965199e-05	0	Inf		metabolic		W0T3I1	W0T3I1_KLUMD	High-affinity glucose transporter	556	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	NaN
KLMA_10564	0	0.793939393939394	0.00984413616631161	114	1.08329967964899	5703.01606614368	3.42816451852629e-06	7.43394571980292e-07	4.61150060511495		metabolic		W0T5U7	W0T5U7_KLUMD	asparagine--tRNA ligase (EC 6.1.1.22)	443	NaN	NaN	NaN	NaN
KLMA_10587	-0.5	-1	0	116	0.4	-1202.66458345587	9.84574227160494e-07	1.49734579374917e-05	0.0657546327154826		metabolic		W0T7Y5	W0T7Y5_KLUMD	orotate phosphoribosyltransferase (EC 2.4.2.10)	225	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 1/2. {ECO:0000256|ARBA:ARBA00004889}.	NaN	FUNCTION: Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP). {ECO:0000256|ARBA:ARBA00003769}.
KLMA_10626	-0.5	-1	0	121	0.767922561980614	-16000.6525370913	3.69014686779205e-07	9.57479720634353e-07	0.385402091372467		metabolic		W0T5B1	W0T5B1_KLUMD	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	461	NaN	NaN	NaN	NaN
KLMA_10633	-0.5	-1	0	122	0.4	-276.167422867645	4.28766195698925e-06	5.20091271233496e-06	0.824405675338529		metabolic		W0T4C3	W0T4C3_KLUMD	dihydroorotase (EC 3.5.2.3)	361	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000256|ARBA:ARBA00004880}.	NaN	NaN
KLMA_10658	-0.5	-1	0	130	0.4	-5174.63549067165	2.28830137876179e-07	6.1927909869726e-07	0.369510513688505		metabolic		W0T4E8	W0T4E8_KLUMD	Chitin synthase (EC 2.4.1.16)	915	NaN	NaN	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU366040}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU366040}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	FUNCTION: Polymerizes chitin, a structural polymer of the cell wall and septum, by transferring the sugar moiety of UDP-GlcNAc to the non-reducing end of the growing chitin polymer. {ECO:0000256|RuleBase:RU366040}.
KLMA_10663	2	1	0	131	1.7703607848186	17650.026867463	2.19156299555377e-07	0.000220865262859612	0.000992262416995283		metabolic		W0T4F5	W0T4F5_KLUMD	Nucleoside diphosphate kinase (EC 2.7.4.6)	152	NaN	NaN	NaN	NaN
KLMA_10670	-0.5	-1	0	132	0.797167406685224	-1544.65052870667	4.39709688252101e-06	1.79441733135275e-05	0.245043157223977		metabolic		W0T3Y8	W0T3Y8_KLUMD	aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase)	555	NaN	NaN	NaN	NaN
KLMA_10682	-0.5	-1	0	136	0.528991937840351	-2347.81808400264	8.52107807565989e-07	1.99521152218134e-05	0.0427076426781253		metabolic		W0T8A7	W0T8A7_KLUMD	Thioredoxin reductase (EC 1.8.1.9)	319	NaN	NaN	NaN	NaN
KLMA_10689	4	1	0	139	46.5681640092859	99.3148051897958	1.8211627402006e-05	2.46292998410543e-07	73.9429359321422		Secretory		W0T6B0	W0T6B0_KLUMD	Syntaxin PEP12	284	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004211}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004211}.	NaN
KLMA_10692	-0.5	-1	0	140	0.617825578705941	-12907.8876448687	2.22025963851282e-07	1.16238794886533e-06	0.191008487371204		metabolic		W0T8B7	W0T8B7_KLUMD	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	379	NaN	NaN	NaN	NaN
KLMA_10707	4	1	0	143	32.1578082895916	67.1177696679588	2.72143175960088e-05	3.31593648795531e-06	8.20712872362336		Secretory		W0T8C9	W0T8C9_KLUMD	Mannan polymerase II complex ANP1 subunit	450	NaN	NaN	NaN	NaN
KLMA_10731	-0.5	-1	0	148	0.4	-63473.9641268377	1.8655090619883e-08	3.97073163099116e-06	0.00469814944789568		metabolic		W0T5N9	W0T5N9_KLUMD	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	267	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000256|ARBA:ARBA00004861, ECO:0000256|RuleBase:RU000512}.	NaN	NaN
KLMA_10739	-0.5	-1	0	150	0.4	-5001.02540574179	2.36773952683755e-07	4.82215576448724e-06	0.0491012659581584		Secretory		W0T6F3	W0T6F3_KLUMD	Probable mannosyltransferase KTR3	430	NaN	NaN	NaN	NaN
KLMA_10752	-0.5	-1	0	154	0.4	-151.075939807379	7.83786322493905e-06	1.82231574799942e-07	43.0104565223872		metabolic		W0T8G7	W0T8G7_KLUMD	Geranylgeranyl pyrophosphate synthetase	311	NaN	NaN	NaN	NaN
KLMA_10763	-4	-1	0	156	0.654836079009195	-8426.35758819987	4.00963476990054e-07	5.22707701204699e-05	0.00767089285399741		metabolic		W0T4R5	W0T4R5_KLUMD	Glucose-6-phosphate isomerase (EC 5.3.1.9)	555	NaN	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|RuleBase:RU000612}.	NaN	FUNCTION: In the cytoplasm, catalyzes the conversion of glucose-6-phosphate to fructose-6-phosphate, the second step in glycolysis, and the reverse reaction during gluconeogenesis. {ECO:0000256|ARBA:ARBA00024178}.
KLMA_10771	-0.5	-1	0	157	0.476862985468621	-249.252357731137	6.48822138982828e-06	7.12383010856556e-06	0.910777108795305		metabolic		W0T5S6	W0T5S6_KLUMD	homocitrate synthase (EC 2.3.3.14)	393	NaN	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 1/5. {ECO:0000256|ARBA:ARBA00004755}.	NaN	NaN
KLMA_10787	-4.5	-1	0	162	0.570434551625562	-2768.53200059039	8.52905617615348e-07	5.80532261823946e-06	0.146917867223373		metabolic		W0T8K0	W0T8K0_KLUMD	Glutathione reductase (EC 1.8.1.7)	469	NaN	NaN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU365016}.	FUNCTION: Maintains high levels of reduced glutathione in the cytosol. {ECO:0000256|ARBA:ARBA00003189, ECO:0000256|RuleBase:RU365016}.
KLMA_10811	-0.5	-1	0	169	0.39596207251784	-713.135961808312	1.62224239221357e-06	5.08715547704249e-06	0.318889878544991		Secretory		W0T5W0	W0T5W0_KLUMD	Translocation protein SEC66	202	NaN	NaN	NaN	NaN
KLMA_10819	-0.5	-1	0	171	0.832691719441619	-8521.06066141272	1.02509118669768e-06	1.21875876247274e-06	0.841094413645793		metabolic		W0T6M2	W0T6M2_KLUMD	Prephenate dehydrogenase [NADP(+)] (PRDH) (EC 1.3.1.13)	442	NaN	PATHWAY: Amino-acid biosynthesis; L-tyrosine biosynthesis; (4-hydroxyphenyl)pyruvate from prephenate (NADP(+) route): step 1/1. {ECO:0000256|PIRNR:PIRNR036510}.	NaN	NaN
KLMA_10832	-0.5	-1	0	173	0.4	-1845.52221066257	6.41613818543124e-07	6.17846080925055e-07	1.03846870337428		metabolic		W0T8P2	W0T8P2_KLUMD	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1) (Dihydroorotate oxidase)	315	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway. {ECO:0000256|ARBA:ARBA00004725, ECO:0000256|RuleBase:RU364042}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU364042}.	FUNCTION: Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor. {ECO:0000256|RuleBase:RU364042}.
KLMA_20023	-0.5	-1	0	180	0.4	-16816.9278814862	7.04119421296296e-08	3.99280884330104e-06	0.0176346889853652		metabolic		W0T6Q3	W0T6Q3_KLUMD	Trehalose-phosphatase	883	NaN	NaN	NaN	NaN
KLMA_20046	-0.5	-1	0	184	0.582802400738016	-19568.1068384565	1.26776818956921e-07	8.48504930249527e-06	0.0149412000375341		metabolic		W0T8T6	W0T8T6_KLUMD	Tryptophan synthase (EC 4.2.1.20)	709	NaN	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000256|ARBA:ARBA00004733, ECO:0000256|RuleBase:RU003663}.	NaN	NaN
KLMA_20048	4	1	0	185	32.1578082895916	481.283191519362	3.79519653348648e-06	4.51123767361932e-07	8.41276121557487		Secretory		W0T6S2	W0T6S2_KLUMD	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	750	NaN	PATHWAY: Glycan metabolism; N-glycan degradation. {ECO:0000256|RuleBase:RU369107}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.	FUNCTION: Cleaves the distal alpha 1,2-linked glucose residue from the Glc(3)Man(9)GlcNAc(2) oligosaccharide precursor. {ECO:0000256|RuleBase:RU368089}.
KLMA_20086	-0.5	-1	0	191	0.656179714963558	-1239.95847029199	2.7479382077031e-06	6.6123695436194e-06	0.41557541356029		metabolic		W0T8X3	W0T8X3_KLUMD	homoserine kinase (EC 2.7.1.39)	357	NaN	PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 4/5. {ECO:0000256|ARBA:ARBA00005015}.	NaN	NaN
KLMA_20093	4	1	0	192	1.30667885489529	1084.98989502031	6.76098223883872e-06	1.48455580834532e-06	4.55421224371112		Secretory		W0T6V7	W0T6V7_KLUMD	Signal recognition particle receptor subunit beta	249	NaN	NaN	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.	NaN
KLMA_20114	4	1	0	197	32.1578082895916	116.456470225659	1.56845239817095e-05	6.01487306607384e-06	2.60762343767089		Secretory		W0T4N6	W0T4N6_KLUMD	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	460	NaN	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU361143}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}. Membrane {ECO:0000256|ARBA:ARBA00004479}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004479}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000256|RuleBase:RU361143}.
KLMA_20153	-0.5	-1	0	200	0.8177728079334	-213232.039239647	3.68776803268789e-08	3.04234282846327e-07	0.121214742736624		metabolic		W0T718	W0T718_KLUMD	Aspartate aminotransferase (EC 2.6.1.1)	428	NaN	NaN	NaN	NaN
