protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry Name	Protein names	Length	Mass spectrometry	Pathway	Subcellular location [CC]	Function [CC]
KLMA_10257	-2	-1	0	52	0.329869135378799	-23587.2090136094	5.23819333997604e-08	0	Inf		Secretory		W0T719	W0T719_KLUMD	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	526	NaN	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.	NaN
KLMA_10279	-0.5	-1	0	54	0.719936045557159	-508.748987930361	1.25442904911729e-05	3.5344322519248e-05	0.354916705061795		metabolic		W0T527	W0T527_KLUMD	Rotenone-insensitive NADH-ubiquinone oxidoreductase	518	NaN	NaN	NaN	NaN
KLMA_10305	-4	-1	0	60	0.731211494636307	-15186.7234159374	4.43370246520575e-07	1.65751861088146e-06	0.267490357942222		metabolic		W0T2W9	W0T2W9_KLUMD	Probable phosphoglycerate mutase YOR283W	230	NaN	NaN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.	NaN
KLMA_10313	-0.5	-1	0	62	0.4	-224.932925174586	7.41971291176471e-06	9.23466763969506e-07	8.034629075194		metabolic		W0T3G4	W0T3G4_KLUMD	Phosphomevalonate kinase (EC 2.7.4.2)	449	NaN	PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via mevalonate pathway; isopentenyl diphosphate from (R)-mevalonate: step 2/3. {ECO:0000256|ARBA:ARBA00005017, ECO:0000256|PIRNR:PIRNR017288}.	NaN	NaN
KLMA_10316	-0.5	-1	0	63	0.4	-20566448016.7431	8.11485642946317e-14	1.12113040612063e-06	7.2381021736289e-08		metabolic		W0T4H7	W0T4H7_KLUMD	uroporphyrinogen-III synthase (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	261	NaN	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 3/4. {ECO:0000256|ARBA:ARBA00004772}.	NaN	NaN
KLMA_10317	-0.5	-1	0	64	0.4	-850.732226350391	1.96176620269642e-06	1.94133138877523e-05	0.101052618529703		metabolic		W0T771	W0T771_KLUMD	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	524	NaN	PATHWAY: Purine metabolism; GMP biosynthesis; GMP from XMP (L-Gln route): step 1/1. {ECO:0000256|ARBA:ARBA00005153}.	NaN	NaN
KLMA_10331	-4.5	-1	0	65	0.733217473486069	-8000.52634771068	8.52252195207715e-07	8.48586893498743e-06	0.100431930040053		metabolic		W0T4I6	W0T4I6_KLUMD	6-phosphogluconolactonase-like protein	299	NaN	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 2/3. {ECO:0000256|ARBA:ARBA00004961}.	NaN	NaN
KLMA_10336	-4.5	-1	0	66	0.4	-204797916.346501	8.14919291647077e-12	4.84578179715537e-05	1.68170859885903e-07		metabolic		W0T4J0	W0T4J0_KLUMD	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	424	NaN	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. {ECO:0000256|ARBA:ARBA00005064, ECO:0000256|HAMAP-Rule:MF_03219}.	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03219}.	FUNCTION: Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit. {ECO:0000256|HAMAP-Rule:MF_03219}.
KLMA_10341	-4	-1	0	67	0.724833254374398	-9034.68932631329	7.1872207163263e-07	5.52676802108879e-06	0.130043828308003		metabolic		W0T4J4	W0T4J4_KLUMD	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	978	NaN	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000256|ARBA:ARBA00004679, ECO:0000256|HAMAP-Rule:MF_03184, ECO:0000256|PIRNR:PIRNR000533}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03184}.	FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000256|HAMAP-Rule:MF_03184}.
KLMA_10414	-0.5	-1	0	77	0.4	-30820.5117603869	5.41502276851852e-08	2.08835809491715e-06	0.0259295701331019		metabolic		W0T5E0	W0T5E0_KLUMD	thymidylate synthase (EC 2.1.1.45)	302	NaN	PATHWAY: Pyrimidine metabolism; dTTP biosynthesis. {ECO:0000256|ARBA:ARBA00004992}.	NaN	NaN
KLMA_10433	-0.5	-1	0	80	0.696581012934922	-558147.362848211	1.02345496992279e-08	1.16531361551191e-05	0.000878265692856593		metabolic		W0T3S7	W0T3S7_KLUMD	Arginosuccinase	462	NaN	NaN	NaN	NaN
KLMA_10436	-0.5	-1	0	83	0.594779586663005	-687685.531704006	5.32456377761971e-09	2.71567725892952e-07	0.019606762033713		metabolic		W0T4S5	W0T4S5_KLUMD	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	340	NaN	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 8/9. {ECO:0000256|ARBA:ARBA00004970, ECO:0000256|RuleBase:RU366003}.	NaN	NaN
KLMA_10462	-4	-1	0	87	0.731211494636306	-1091.5457455205	6.168629516808e-06	0.000588996117884533	0.0104731242354594		metabolic		W0T7K9	W0T7K9_KLUMD	phosphopyruvate hydratase (EC 4.2.1.11)	437	NaN	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000256|ARBA:ARBA00005031}.	NaN	NaN
KLMA_10468	-4.5	-1	0	89	0.733217473486069	-172.971545500631	3.94195827002582e-05	0.000142323282473804	0.276972130034407		metabolic		W0T3V9	W0T3V9_KLUMD	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	492	NaN	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. {ECO:0000256|ARBA:ARBA00004874, ECO:0000256|PIRNR:PIRNR000109, ECO:0000256|RuleBase:RU000485}.	NaN	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000256|ARBA:ARBA00002526, ECO:0000256|PIRNR:PIRNR000109}.
KLMA_10498	-0.5	-1	0	95	0.56917401833002	-396799.338347131	7.99709698047228e-09	3.30188267765747e-06	0.00242198096091828		metabolic		W0T3Y7	W0T3Y7_KLUMD	Serine palmitoyltransferase 1	553	NaN	NaN	NaN	NaN
KLMA_10505	-0.5	-1	0	96	0.4	-301572.701295335	5.53411406944444e-09	6.30497921733309e-06	0.000877737083451528		metabolic		W0T3E2	W0T3E2_KLUMD	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	509	NaN	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/2. {ECO:0000256|ARBA:ARBA00005209, ECO:0000256|PIRNR:PIRNR000485}.	NaN	NaN
KLMA_10514	-0.5	-1	0	101	0.79234289300943	-60376.9428470019	1.544079317643e-07	2.69861653688181e-05	0.00572174407345457		metabolic		W0T5N8	W0T5N8_KLUMD	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	374	NaN	NaN	NaN	NaN
KLMA_10519	-0.5	-1	0	104	0.4	-2280609.43082704	7.31794627628834e-10	0	Inf		metabolic		W0T5P5	W0T5P5_KLUMD	Siderophore iron transporter ARN1	605	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	NaN
KLMA_10540	-4	-1	0	109	0.731211494636307	-12495.825860676	5.388472422582e-07	0.000118902450283263	0.00453184304423076		metabolic		W0T3H5	W0T3H5_KLUMD	Phosphoglycerate kinase (EC 2.7.2.3)	416	NaN	NaN	NaN	NaN
KLMA_10545	-0.5	-1	0	110	0.726279697837166	-131.533084524369	5.00412172043831e-05	0	Inf		metabolic		W0T3I1	W0T3I1_KLUMD	High-affinity glucose transporter	556	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	NaN
KLMA_10564	0	0.66060606060606	0.0440265528478427	114	1.0785741502638	7103.67947047331	3.4157824126286e-06	7.43394571980292e-07	4.59484443574758		metabolic		W0T5U7	W0T5U7_KLUMD	asparagine--tRNA ligase (EC 6.1.1.22)	443	NaN	NaN	NaN	NaN
KLMA_10587	-0.5	-1	0	116	0.4	-1695.08573671696	9.84574227160494e-07	1.49734579374917e-05	0.0657546327154826		metabolic		W0T7Y5	W0T7Y5_KLUMD	orotate phosphoribosyltransferase (EC 2.4.2.10)	225	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 1/2. {ECO:0000256|ARBA:ARBA00004889}.	NaN	FUNCTION: Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP). {ECO:0000256|ARBA:ARBA00003769}.
KLMA_10626	-0.5	-0.915151515151515	0.000466722165549447	121	0.928519452199884	-56783.4437601508	4.47987132598204e-07	9.57479720634353e-07	0.467881588449103		metabolic		W0T5B1	W0T5B1_KLUMD	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	461	NaN	NaN	NaN	NaN
KLMA_10633	-0.5	-1	0	122	0.4	-389.241909912784	4.28766195698925e-06	5.20091271233496e-06	0.824405675338529		metabolic		W0T4C3	W0T4C3_KLUMD	dihydroorotase (EC 3.5.2.3)	361	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000256|ARBA:ARBA00004880}.	NaN	NaN
KLMA_10658	-0.5	-1	0	130	0.4	-7293.34756640294	2.28830137876179e-07	6.1927909869726e-07	0.369510513688505		metabolic		W0T4E8	W0T4E8_KLUMD	Chitin synthase (EC 2.4.1.16)	915	NaN	NaN	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU366040}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU366040}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	FUNCTION: Polymerizes chitin, a structural polymer of the cell wall and septum, by transferring the sugar moiety of UDP-GlcNAc to the non-reducing end of the growing chitin polymer. {ECO:0000256|RuleBase:RU366040}.
KLMA_10663	2	1	0	131	1.59152514121605	31897.8771651089	1.96996744993185e-07	0.000220865262859612	0.000891931770721239		metabolic		W0T4F5	W0T4F5_KLUMD	Nucleoside diphosphate kinase (EC 2.7.4.6)	152	NaN	NaN	NaN	NaN
KLMA_10670	0	-0.321212121212121	0.367683999158498	132	0.987112445310577	-2072.36576687704	5.46614922801209e-06	1.79441733135275e-05	0.304619729898135		metabolic		W0T3Y8	W0T3Y8_KLUMD	aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase)	555	NaN	NaN	NaN	NaN
KLMA_10682	-0.5	-1	0	136	0.664070293058075	-4605.8335986325	1.07286337218296e-06	1.99521152218134e-05	0.0537719114116787		metabolic		W0T8A7	W0T8A7_KLUMD	Thioredoxin reductase (EC 1.8.1.9)	319	NaN	NaN	NaN	NaN
KLMA_10689	4	1	0	139	45.4179229583121	94.3507365447995	2.70820023729926e-05	2.46292998410543e-07	109.958474450215		Secretory		W0T6B0	W0T6B0_KLUMD	Syntaxin PEP12	284	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004211}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004211}.	NaN
KLMA_10692	0	0.963636363636363	0	140	1.24013713965266	27508.4521978454	4.51293951708238e-07	1.16238794886533e-06	0.388247273338279		metabolic		W0T8B7	W0T8B7_KLUMD	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	379	NaN	NaN	NaN	NaN
KLMA_10707	4	1	0	143	29.786587632604	100.72640005802	2.56693901709119e-05	3.31593648795531e-06	7.74121888768151		Secretory		W0T8C9	W0T8C9_KLUMD	Mannan polymerase II complex ANP1 subunit	450	NaN	NaN	NaN	NaN
KLMA_10731	-0.5	-1	0	148	0.4	-89462.8583267285	1.8655090619883e-08	3.97073163099116e-06	0.00469814944789568		metabolic		W0T5N9	W0T5N9_KLUMD	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	267	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000256|ARBA:ARBA00004861, ECO:0000256|RuleBase:RU000512}.	NaN	NaN
KLMA_10739	-0.5	-1	0	150	0.4	-7048.65425559704	2.36773952683755e-07	4.82215576448724e-06	0.0491012659581584		Secretory		W0T6F3	W0T6F3_KLUMD	Probable mannosyltransferase KTR3	430	NaN	NaN	NaN	NaN
KLMA_10752	-0.5	-1	0	154	0.4	-212.932744716512	7.83786322493905e-06	1.82231574799942e-07	43.0104565223872		metabolic		W0T8G7	W0T8G7_KLUMD	Geranylgeranyl pyrophosphate synthetase	311	NaN	NaN	NaN	NaN
KLMA_10763	-4	-1	0	156	0.717278278852533	-14348.4252936235	4.3994828243087e-07	5.22707701204699e-05	0.00841671705652909		metabolic		W0T4R5	W0T4R5_KLUMD	Glucose-6-phosphate isomerase (EC 5.3.1.9)	555	NaN	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|RuleBase:RU000612}.	NaN	FUNCTION: In the cytoplasm, catalyzes the conversion of glucose-6-phosphate to fructose-6-phosphate, the second step in glycolysis, and the reverse reaction during gluconeogenesis. {ECO:0000256|ARBA:ARBA00024178}.
KLMA_10771	-0.5	-1	0	157	0.744963166168494	-706.531070261441	1.01908310011024e-05	7.12383010856556e-06	1.43052695611721		metabolic		W0T5S6	W0T5S6_KLUMD	homocitrate synthase (EC 2.3.3.14)	393	NaN	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 1/5. {ECO:0000256|ARBA:ARBA00004755}.	NaN	NaN
KLMA_10787	-4.5	-1	0	162	0.79234289300943	-7831.40169256885	1.19042276685961e-06	5.80532261823946e-06	0.205057125183617		metabolic		W0T8K0	W0T8K0_KLUMD	Glutathione reductase (EC 1.8.1.7)	469	NaN	NaN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU365016}.	FUNCTION: Maintains high levels of reduced glutathione in the cytosol. {ECO:0000256|ARBA:ARBA00003189, ECO:0000256|RuleBase:RU365016}.
KLMA_10811	-0.5	-1	0	169	0.273594817675526	-852.411629144456	1.11483384721146e-06	5.08715547704249e-06	0.219146800651665		Secretory		W0T5W0	W0T5W0_KLUMD	Translocation protein SEC66	202	NaN	NaN	NaN	NaN
KLMA_10819	-0.5	-1	0	171	0.892714764465673	-16834.5829152378	1.10096222384877e-06	1.21875876247274e-06	0.903347124754229		metabolic		W0T6M2	W0T6M2_KLUMD	Prephenate dehydrogenase [NADP(+)] (PRDH) (EC 1.3.1.13)	442	NaN	PATHWAY: Amino-acid biosynthesis; L-tyrosine biosynthesis; (4-hydroxyphenyl)pyruvate from prephenate (NADP(+) route): step 1/1. {ECO:0000256|PIRNR:PIRNR036510}.	NaN	NaN
KLMA_10832	-0.5	-1	0	173	0.4	-2601.15614870709	6.41613818543124e-07	6.17846080925055e-07	1.03846870337428		metabolic		W0T8P2	W0T8P2_KLUMD	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1) (Dihydroorotate oxidase)	315	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway. {ECO:0000256|ARBA:ARBA00004725, ECO:0000256|RuleBase:RU364042}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU364042}.	FUNCTION: Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor. {ECO:0000256|RuleBase:RU364042}.
KLMA_20023	-0.5	-1	0	180	0.4	-23702.4811235335	7.04119421296296e-08	3.99280884330104e-06	0.0176346889853652		metabolic		W0T6Q3	W0T6Q3_KLUMD	Trehalose-phosphatase	883	NaN	NaN	NaN	NaN
KLMA_20046	0	0.83030303030303	0.00555680454585398	184	1.11299454062759	87521.4290457659	2.44735660335449e-07	8.48504930249527e-06	0.0288431630283489		metabolic		W0T8T6	W0T8T6_KLUMD	Tryptophan synthase (EC 4.2.1.20)	709	NaN	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000256|ARBA:ARBA00004733, ECO:0000256|RuleBase:RU003663}.	NaN	NaN
KLMA_20048	4	1	0	185	29.7865876326039	722.281499072555	3.5797473241675e-06	4.51123767361932e-07	7.93517784509788		Secretory		W0T6S2	W0T6S2_KLUMD	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	750	NaN	PATHWAY: Glycan metabolism; N-glycan degradation. {ECO:0000256|RuleBase:RU369107}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.	FUNCTION: Cleaves the distal alpha 1,2-linked glucose residue from the Glc(3)Man(9)GlcNAc(2) oligosaccharide precursor. {ECO:0000256|RuleBase:RU368089}.
KLMA_20086	-0.5	-1	0	191	0.894101774244126	-5119.09672911812	3.76468578171493e-06	6.6123695436194e-06	0.56933989500748		metabolic		W0T8X3	W0T8X3_KLUMD	homoserine kinase (EC 2.7.1.39)	357	NaN	PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 4/5. {ECO:0000256|ARBA:ARBA00005015}.	NaN	NaN
KLMA_20093	4	1	0	192	1.60665645011997	783.048116324624	8.36031025183246e-06	1.48455580834532e-06	5.63152304873659		Secretory		W0T6V7	W0T6V7_KLUMD	Signal recognition particle receptor subunit beta	249	NaN	NaN	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.	NaN
KLMA_20114	4	1	0	197	29.7865876326039	174.771019170121	1.47941304907301e-05	6.01487306607384e-06	2.45959147071193		Secretory		W0T4N6	W0T4N6_KLUMD	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	460	NaN	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU361143}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}. Membrane {ECO:0000256|ARBA:ARBA00004479}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004479}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000256|RuleBase:RU361143}.
KLMA_20153	-0.5	-1	0	200	0.828498913120546	-312541.218879716	3.73815598423444e-08	3.04234282846327e-07	0.122870964746686		metabolic		W0T718	W0T718_KLUMD	Aspartate aminotransferase (EC 2.6.1.1)	428	NaN	NaN	NaN	NaN
