protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry Name	Protein names	Length	Mass spectrometry	Pathway	Subcellular location [CC]	Function [CC]
KLMA_10540	-4	-1	0	109	0.762996507577897	-18419.6062163575	5.62756781070819e-07	0.000118902450283263	0.00473292837725509		metabolic		W0T3H5	W0T3H5_KLUMD	Phosphoglycerate kinase (EC 2.7.2.3)	416	NaN	NaN	NaN	NaN
KLMA_10545	-0.5	-1	0	110	0.741628952992775	-182.15453629061	5.11247970681362e-05	0	Inf		metabolic		W0T3I1	W0T3I1_KLUMD	High-affinity glucose transporter	556	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	NaN
KLMA_10564	0	-0.478787878787879	0.166058037179348	114	0.972221213125414	-6822.63596757597	3.07354123396177e-06	7.43394571980292e-07	4.13446822159908		metabolic		W0T5U7	W0T5U7_KLUMD	asparagine--tRNA ligase (EC 6.1.1.22)	443	NaN	NaN	NaN	NaN
KLMA_10587	-0.5	-1	0	116	0.4	-2233.71124127851	9.84574227160494e-07	1.49734579374917e-05	0.0657546327154826		metabolic		W0T7Y5	W0T7Y5_KLUMD	orotate phosphoribosyltransferase (EC 2.4.2.10)	225	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 1/2. {ECO:0000256|ARBA:ARBA00004889}.	NaN	FUNCTION: Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP). {ECO:0000256|ARBA:ARBA00003769}.
KLMA_10626	-0.5	-1	0	121	0.717535081359183	-23959.4835809867	3.44822688655884e-07	9.57479720634353e-07	0.360135761859719		metabolic		W0T5B1	W0T5B1_KLUMD	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	461	NaN	NaN	NaN	NaN
KLMA_10633	-0.5	-1	0	122	0.4	-512.926285034324	4.28766195698925e-06	5.20091271233496e-06	0.824405675338529		metabolic		W0T4C3	W0T4C3_KLUMD	dihydroorotase (EC 3.5.2.3)	361	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000256|ARBA:ARBA00004880}.	NaN	NaN
KLMA_10658	-0.5	-1	0	130	0.4	-9610.8604377607	2.28830137876179e-07	6.1927909869726e-07	0.369510513688505		metabolic		W0T4E8	W0T4E8_KLUMD	Chitin synthase (EC 2.4.1.16)	915	NaN	NaN	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU366040}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU366040}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	FUNCTION: Polymerizes chitin, a structural polymer of the cell wall and septum, by transferring the sugar moiety of UDP-GlcNAc to the non-reducing end of the growing chitin polymer. {ECO:0000256|RuleBase:RU366040}.
KLMA_10663	2	1	0	131	1.53734812772486	46053.3261201769	1.89978056407716e-07	0.000220865262859612	0.000860153624648849		metabolic		W0T4F5	W0T4F5_KLUMD	Nucleoside diphosphate kinase (EC 2.7.4.6)	152	NaN	NaN	NaN	NaN
KLMA_10670	-0.5	-0.987878787878788	0	132	0.896323425666911	-4771.160311418	4.95534172424776e-06	1.79441733135275e-05	0.276153246943513		metabolic		W0T3Y8	W0T3Y8_KLUMD	aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase)	555	NaN	NaN	NaN	NaN
KLMA_10682	-0.5	-1	0	136	0.580038400651417	-4865.12157120096	9.3566866151995e-07	1.99521152218134e-05	0.0468957126158231		metabolic		W0T8A7	W0T8A7_KLUMD	Thioredoxin reductase (EC 1.8.1.9)	319	NaN	NaN	NaN	NaN
KLMA_10689	4	1	0	139	44.8893156437483	106.920496289382	3.1521231844852e-05	2.46292998410543e-07	127.982655001462		Secretory		W0T6B0	W0T6B0_KLUMD	Syntaxin PEP12	284	NaN	NaN	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004211}; Single-pass type IV membrane protein {ECO:0000256|ARBA:ARBA00004211}.	NaN
KLMA_10692	2	1	0	140	1.8922510406062	9940.82031323412	6.98031503678227e-07	1.16238794886533e-06	0.600515089957372		metabolic		W0T8B7	W0T8B7_KLUMD	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	379	NaN	NaN	NaN	NaN
KLMA_10707	-4	-1	0	143	0.4	-15255.2215149711	1.44164050120361e-07	3.31593648795531e-06	0.0434761192332897		Secretory		W0T8C9	W0T8C9_KLUMD	Mannan polymerase II complex ANP1 subunit	450	NaN	NaN	NaN	NaN
KLMA_10731	-0.5	-1	0	148	0.4	-117890.315511921	1.8655090619883e-08	3.97073163099116e-06	0.00469814944789568		metabolic		W0T5N9	W0T5N9_KLUMD	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	267	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000256|ARBA:ARBA00004861, ECO:0000256|RuleBase:RU000512}.	NaN	NaN
KLMA_10739	-0.5	-1	0	150	0.4	-9288.41409350003	2.36773952683755e-07	4.82215576448724e-06	0.0491012659581584		Secretory		W0T6F3	W0T6F3_KLUMD	Probable mannosyltransferase KTR3	430	NaN	NaN	NaN	NaN
KLMA_10752	-0.5	-1	0	154	0.4	-280.593633234599	7.83786322493905e-06	1.82231574799942e-07	43.0104565223872		metabolic		W0T8G7	W0T8G7_KLUMD	Geranylgeranyl pyrophosphate synthetase	311	NaN	NaN	NaN	NaN
KLMA_10763	-4	-1	0	156	0.747728032419215	-20982.6208070597	4.59002754253782e-07	5.22707701204699e-05	0.00878125103563436		metabolic		W0T4R5	W0T4R5_KLUMD	Glucose-6-phosphate isomerase (EC 5.3.1.9)	555	NaN	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|RuleBase:RU000612}.	NaN	FUNCTION: In the cytoplasm, catalyzes the conversion of glucose-6-phosphate to fructose-6-phosphate, the second step in glycolysis, and the reverse reaction during gluconeogenesis. {ECO:0000256|ARBA:ARBA00024178}.
KLMA_10771	-0.5	-0.963636363636363	0	157	0.904280376445718	-2032.92812966003	1.24139646628876e-05	7.12383010856556e-06	1.74259695608985		metabolic		W0T5S6	W0T5S6_KLUMD	homocitrate synthase (EC 2.3.3.14)	393	NaN	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 1/5. {ECO:0000256|ARBA:ARBA00004755}.	NaN	NaN
KLMA_10787	-4.5	-1	0	162	0.763968398138864	-9064.2343707505	1.14744060314544e-06	5.80532261823946e-06	0.197653201829017		metabolic		W0T8K0	W0T8K0_KLUMD	Glutathione reductase (EC 1.8.1.7)	469	NaN	NaN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU365016}.	FUNCTION: Maintains high levels of reduced glutathione in the cytosol. {ECO:0000256|ARBA:ARBA00003189, ECO:0000256|RuleBase:RU365016}.
KLMA_10811	-0.5	-1	0	169	0.281764185793396	-1135.42541169001	1.1486162459e-06	5.08715547704249e-06	0.225787525284714		Secretory		W0T5W0	W0T5W0_KLUMD	Translocation protein SEC66	202	NaN	NaN	NaN	NaN
KLMA_10819	0	0.915151515151515	0.000466722165549447	171	1.21312435791299	11679.1681425942	1.50633878082851e-06	1.21875876247274e-06	1.23596139548757		metabolic		W0T6M2	W0T6M2_KLUMD	Prephenate dehydrogenase [NADP(+)] (PRDH) (EC 1.3.1.13)	442	NaN	PATHWAY: Amino-acid biosynthesis; L-tyrosine biosynthesis; (4-hydroxyphenyl)pyruvate from prephenate (NADP(+) route): step 1/1. {ECO:0000256|PIRNR:PIRNR036510}.	NaN	NaN
KLMA_10832	-0.5	-1	0	173	0.4	-3427.69194727635	6.41613818543124e-07	6.17846080925055e-07	1.03846870337428		metabolic		W0T8P2	W0T8P2_KLUMD	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1) (Dihydroorotate oxidase)	315	NaN	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway. {ECO:0000256|ARBA:ARBA00004725, ECO:0000256|RuleBase:RU364042}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU364042}.	FUNCTION: Catalyzes the conversion of dihydroorotate to orotate with fumarate as the electron acceptor. {ECO:0000256|RuleBase:RU364042}.
KLMA_20023	-0.5	-1	0	180	0.4	-31234.1124611025	7.04119421296296e-08	3.99280884330104e-06	0.0176346889853652		metabolic		W0T6Q3	W0T6Q3_KLUMD	Trehalose-phosphatase	883	NaN	NaN	NaN	NaN
KLMA_20046	2	1	0	184	1.66952494793286	21885.7642447029	3.71442421636415e-07	8.48504930249527e-06	0.0437761064661324		metabolic		W0T8T6	W0T8T6_KLUMD	Tryptophan synthase (EC 4.2.1.20)	709	NaN	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000256|ARBA:ARBA00004733, ECO:0000256|RuleBase:RU003663}.	NaN	NaN
KLMA_20048	-0.5	-1	0	185	0.4	-109391.026167622	2.01045240741369e-08	4.51123767361932e-07	0.0445654286665132		Secretory		W0T6S2	W0T6S2_KLUMD	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	750	NaN	PATHWAY: Glycan metabolism; N-glycan degradation. {ECO:0000256|RuleBase:RU369107}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004648, ECO:0000256|RuleBase:RU368089}. Membrane {ECO:0000256|ARBA:ARBA00004606}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004606}.	FUNCTION: Cleaves the distal alpha 1,2-linked glucose residue from the Glc(3)Man(9)GlcNAc(2) oligosaccharide precursor. {ECO:0000256|RuleBase:RU368089}.
KLMA_20086	-0.5	-1	0	191	0.868929321163228	-5459.5600466051	3.65825717181757e-06	6.6123695436194e-06	0.553244513587055		metabolic		W0T8X3	W0T8X3_KLUMD	homoserine kinase (EC 2.7.1.39)	357	NaN	PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 4/5. {ECO:0000256|ARBA:ARBA00005015}.	NaN	NaN
KLMA_20093	4	1	0	192	1.7115440276457	879.019254060884	8.9219206411964e-06	1.48455580834532e-06	6.00982502041518		Secretory		W0T6V7	W0T6V7_KLUMD	Signal recognition particle receptor subunit beta	249	NaN	NaN	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004389}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.	NaN
KLMA_20114	-0.5	-1	0	197	0.4	-26469.4321478948	8.30865772561128e-08	6.01487306607384e-06	0.013813521306834		Secretory		W0T4N6	W0T4N6_KLUMD	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	460	NaN	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU361143}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004115, ECO:0000256|RuleBase:RU361143}. Membrane {ECO:0000256|ARBA:ARBA00004479}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004479}.	FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000256|RuleBase:RU361143}.
KLMA_20153	0	0.709090909090909	0.0275141191111856	200	1.0857042587247	643237.129682038	4.92542918048651e-08	3.04234282846327e-07	0.161895928835029		metabolic		W0T718	W0T718_KLUMD	Aspartate aminotransferase (EC 2.6.1.1)	428	NaN	NaN	NaN	NaN
